Question,SQL,Result,User_info
Can you show me the names of the courses that lecturer LEC001 is teaching?,"SELECT
    C.course_name
FROM ClassCourse AS CC
JOIN Courses AS C
    ON CC.course_id = C.course_id
WHERE
    CC.lecturer_id = 'LEC001';","[
    {
        ""course_name"": ""Programming Fundamentals""
    },
    {
        ""course_name"": ""Theory of Computation""
    },
    {
        ""course_name"": ""Information Assurance and Security""
    },
    {
        ""course_name"": ""Programming Fundamentals""
    }
]","Role: Lecturer, ID: LEC001"
Could you please show me the start date and starting semester when I began my major?,"SELECT
    start_date,
    start_semester
FROM
    Students
WHERE
    student_id = 'HE00001';","[
    {
        ""start_date"": ""2023-09-04"",
        ""start_semester"": ""FA23""
    }
]","Role: Student, ID: HE00001"
"I want to see the schedule details, including course name, class ID, start time, end time, and room, for the class course 'AI_K1_FA23_AIL301_SU24'.","SELECT
    Cou.course_name,
    CC.class_id,
    Sch.start_time,
    Sch.end_time,
    Sch.room
FROM Schedules AS Sch
JOIN ClassCourse AS CC
    ON Sch.class_course_id = CC.class_course_id
JOIN Courses AS Cou
    ON CC.course_id = Cou.course_id
WHERE
    Sch.class_course_id = 'AI_K1_FA23_AIL301_SU24';","[
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""class_id"": ""AI_K1_FA23"",
        ""start_time"": ""2024-05-06 07:30:00"",
        ""end_time"": ""2024-05-06 09:50:00"",
        ""room"": ""R001""
    },
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""class_id"": ""AI_K1_FA23"",
        ""start_time"": ""2024-07-08 07:30:00"",
        ""end_time"": ""2024-07-08 09:50:00"",
        ""room"": ""R001""
    },
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""class_id"": ""AI_K1_FA23"",
        ""start_time"": ""2024-05-13 07:30:00"",
        ""end_time"": ""2024-05-13 09:50:00"",
        ""room"": ""R001""
    },
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""class_id"": ""AI_K1_FA23"",
        ""start_time"": ""2024-05-20 07:30:00"",
        ""end_time"": ""2024-05-20 09:50:00"",
        ""room"": ""R001""
    },
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""class_id"": ""AI_K1_FA23"",
        ""start_time"": ""2024-05-27 07:30:00"",
        ""end_time"": ""2024-05-27 09:50:00"",
        ""room"": ""R001""
    },
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""class_id"": ""AI_K1_FA23"",
        ""start_time"": ""2024-06-03 07:30:00"",
        ""end_time"": ""2024-06-03 09:50:00"",
        ""room"": ""R001""
    },
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""class_id"": ""AI_K1_FA23"",
        ""start_time"": ""2024-06-10 07:30:00"",
        ""end_time"": ""2024-06-10 09:50:00"",
        ""room"": ""R001""
    },
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""class_id"": ""AI_K1_FA23"",
        ""start_time"": ""2024-06-17 07:30:00"",
        ""end_time"": ""2024-06-17 09:50:00"",
        ""room"": ""R001""
    },
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""class_id"": ""AI_K1_FA23"",
        ""start_time"": ""2024-06-24 07:30:00"",
        ""end_time"": ""2024-06-24 09:50:00"",
        ""room"": ""R001""
    },
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""class_id"": ""AI_K1_FA23"",
        ""start_time"": ""2024-07-01 07:30:00"",
        ""end_time"": ""2024-07-01 09:50:00"",
        ""room"": ""R001""
    }
]","Role: Training Manager, ID: TM001"
Can you show me my attendance status for all of my classes?,"SELECT
    C.course_name,
    S.start_time,
    S.end_time,
    S.room,
    A.status
FROM Enrollments AS E
JOIN Students AS ST
    ON E.student_id = ST.student_id
JOIN ClassCourse AS CC
    ON E.class_course_id = CC.class_course_id
JOIN Courses AS C
    ON CC.course_id = C.course_id
JOIN Schedules AS S
    ON CC.class_course_id = S.class_course_id
JOIN Attendance AS A
    ON E.enrollment_id = A.enrollment_id
    AND S.schedule_id = A.schedule_id
WHERE
    ST.student_id = 'HE00001';","[
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""start_time"": ""2024-05-06 07:30:00"",
        ""end_time"": ""2024-05-06 09:50:00"",
        ""room"": ""R001"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""start_time"": ""2024-07-08 07:30:00"",
        ""end_time"": ""2024-07-08 09:50:00"",
        ""room"": ""R001"",
        ""status"": ""Future""
    },
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""start_time"": ""2024-05-13 07:30:00"",
        ""end_time"": ""2024-05-13 09:50:00"",
        ""room"": ""R001"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""start_time"": ""2024-05-20 07:30:00"",
        ""end_time"": ""2024-05-20 09:50:00"",
        ""room"": ""R001"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""start_time"": ""2024-05-27 07:30:00"",
        ""end_time"": ""2024-05-27 09:50:00"",
        ""room"": ""R001"",
        ""status"": ""Absent""
    },
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""start_time"": ""2024-06-03 07:30:00"",
        ""end_time"": ""2024-06-03 09:50:00"",
        ""room"": ""R001"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""start_time"": ""2024-06-10 07:30:00"",
        ""end_time"": ""2024-06-10 09:50:00"",
        ""room"": ""R001"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""start_time"": ""2024-06-17 07:30:00"",
        ""end_time"": ""2024-06-17 09:50:00"",
        ""room"": ""R001"",
        ""status"": ""Future""
    },
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""start_time"": ""2024-06-24 07:30:00"",
        ""end_time"": ""2024-06-24 09:50:00"",
        ""room"": ""R001"",
        ""status"": ""Future""
    },
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""start_time"": ""2024-07-01 07:30:00"",
        ""end_time"": ""2024-07-01 09:50:00"",
        ""room"": ""R001"",
        ""status"": ""Future""
    },
    {
        ""course_name"": ""Data Structures and Algorithms"",
        ""start_time"": ""2024-01-09 07:30:00"",
        ""end_time"": ""2024-01-09 09:50:00"",
        ""room"": ""R002"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Data Structures and Algorithms"",
        ""start_time"": ""2024-03-12 07:30:00"",
        ""end_time"": ""2024-03-12 09:50:00"",
        ""room"": ""R002"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Data Structures and Algorithms"",
        ""start_time"": ""2024-01-16 07:30:00"",
        ""end_time"": ""2024-01-16 09:50:00"",
        ""room"": ""R002"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Data Structures and Algorithms"",
        ""start_time"": ""2024-01-23 07:30:00"",
        ""end_time"": ""2024-01-23 09:50:00"",
        ""room"": ""R002"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Data Structures and Algorithms"",
        ""start_time"": ""2024-01-30 07:30:00"",
        ""end_time"": ""2024-01-30 09:50:00"",
        ""room"": ""R002"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Data Structures and Algorithms"",
        ""start_time"": ""2024-02-06 07:30:00"",
        ""end_time"": ""2024-02-06 09:50:00"",
        ""room"": ""R002"",
        ""status"": ""Absent""
    },
    {
        ""course_name"": ""Data Structures and Algorithms"",
        ""start_time"": ""2024-02-13 07:30:00"",
        ""end_time"": ""2024-02-13 09:50:00"",
        ""room"": ""R002"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Data Structures and Algorithms"",
        ""start_time"": ""2024-02-20 07:30:00"",
        ""end_time"": ""2024-02-20 09:50:00"",
        ""room"": ""R002"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Data Structures and Algorithms"",
        ""start_time"": ""2024-02-27 07:30:00"",
        ""end_time"": ""2024-02-27 09:50:00"",
        ""room"": ""R002"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Data Structures and Algorithms"",
        ""start_time"": ""2024-03-05 07:30:00"",
        ""end_time"": ""2024-03-05 09:50:00"",
        ""room"": ""R002"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Natural Language Processing"",
        ""start_time"": ""2024-05-07 07:30:00"",
        ""end_time"": ""2024-05-07 09:50:00"",
        ""room"": ""R002"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Natural Language Processing"",
        ""start_time"": ""2024-07-09 07:30:00"",
        ""end_time"": ""2024-07-09 09:50:00"",
        ""room"": ""R002"",
        ""status"": ""Future""
    },
    {
        ""course_name"": ""Natural Language Processing"",
        ""start_time"": ""2024-05-14 07:30:00"",
        ""end_time"": ""2024-05-14 09:50:00"",
        ""room"": ""R002"",
        ""status"": ""Absent""
    },
    {
        ""course_name"": ""Natural Language Processing"",
        ""start_time"": ""2024-05-21 07:30:00"",
        ""end_time"": ""2024-05-21 09:50:00"",
        ""room"": ""R002"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Natural Language Processing"",
        ""start_time"": ""2024-05-28 07:30:00"",
        ""end_time"": ""2024-05-28 09:50:00"",
        ""room"": ""R002"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Natural Language Processing"",
        ""start_time"": ""2024-06-04 07:30:00"",
        ""end_time"": ""2024-06-04 09:50:00"",
        ""room"": ""R002"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Natural Language Processing"",
        ""start_time"": ""2024-06-11 07:30:00"",
        ""end_time"": ""2024-06-11 09:50:00"",
        ""room"": ""R002"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Natural Language Processing"",
        ""start_time"": ""2024-06-18 07:30:00"",
        ""end_time"": ""2024-06-18 09:50:00"",
        ""room"": ""R002"",
        ""status"": ""Future""
    },
    {
        ""course_name"": ""Natural Language Processing"",
        ""start_time"": ""2024-06-25 07:30:00"",
        ""end_time"": ""2024-06-25 09:50:00"",
        ""room"": ""R002"",
        ""status"": ""Future""
    },
    {
        ""course_name"": ""Natural Language Processing"",
        ""start_time"": ""2024-07-02 07:30:00"",
        ""end_time"": ""2024-07-02 09:50:00"",
        ""room"": ""R002"",
        ""status"": ""Future""
    },
    {
        ""course_name"": ""Programming Fundamentals"",
        ""start_time"": ""2024-01-08 07:30:00"",
        ""end_time"": ""2024-01-08 09:50:00"",
        ""room"": ""R001"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Programming Fundamentals"",
        ""start_time"": ""2024-03-11 07:30:00"",
        ""end_time"": ""2024-03-11 09:50:00"",
        ""room"": ""R001"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Programming Fundamentals"",
        ""start_time"": ""2024-01-15 07:30:00"",
        ""end_time"": ""2024-01-15 09:50:00"",
        ""room"": ""R001"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Programming Fundamentals"",
        ""start_time"": ""2024-01-22 07:30:00"",
        ""end_time"": ""2024-01-22 09:50:00"",
        ""room"": ""R001"",
        ""status"": ""Absent""
    },
    {
        ""course_name"": ""Programming Fundamentals"",
        ""start_time"": ""2024-01-29 07:30:00"",
        ""end_time"": ""2024-01-29 09:50:00"",
        ""room"": ""R001"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Programming Fundamentals"",
        ""start_time"": ""2024-02-05 07:30:00"",
        ""end_time"": ""2024-02-05 09:50:00"",
        ""room"": ""R001"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Programming Fundamentals"",
        ""start_time"": ""2024-02-12 07:30:00"",
        ""end_time"": ""2024-02-12 09:50:00"",
        ""room"": ""R001"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Programming Fundamentals"",
        ""start_time"": ""2024-02-19 07:30:00"",
        ""end_time"": ""2024-02-19 09:50:00"",
        ""room"": ""R001"",
        ""status"": ""Present""
    },
    {
        ""course_name"": ""Programming Fundamentals"",
        ""start_time"": ""2024-02-26 07:30:00"",
        ""end_time"": ""2024-02-26 09:50:00"",
        ""room"": ""R001"",
        ""status"": ""Absent""
    },
    {
        ""course_name"": ""Programming Fundamentals"",
        ""start_time"": ""2024-03-04 07:30:00"",
        ""end_time"": ""2024-03-04 09:50:00"",
        ""room"": ""R001"",
        ""status"": ""Present""
    }
]","Role: Student, ID: HE00001"
"Can you show me the courses I am currently studying, along with their average grades and statuses?","SELECT
    C.course_name,
    E.average,
    E.status
FROM Enrollments AS E
JOIN ClassCourse AS CC
    ON E.class_course_id = CC.class_course_id
JOIN Courses AS C
    ON CC.course_id = C.course_id
WHERE
    E.student_id = 'HE00001'
    AND E.status = 'Studying';","[
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""average"": 0.0,
        ""status"": ""Studying""
    },
    {
        ""course_name"": ""Natural Language Processing"",
        ""average"": 0.0,
        ""status"": ""Studying""
    }
]","Role: Student, ID: HE00001"
"Could you show me the courses I'm currently studying, along with their average grades and status?","SELECT
    Cou.course_name,
    E.average,
    E.status
FROM Enrollments AS E
JOIN ClassCourse AS CC
    ON E.class_course_id = CC.class_course_id
JOIN Courses AS Cou
    ON CC.course_id = Cou.course_id
WHERE
    E.student_id = 'HE00001'
    AND E.status = 'Studying';","[
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""average"": 0.0,
        ""status"": ""Studying""
    },
    {
        ""course_name"": ""Natural Language Processing"",
        ""average"": 0.0,
        ""status"": ""Studying""
    }
]","Role: Student, ID: HE00001"
Could you provide a list of all departments including their names?,"SELECT
    dep_id,
    dep_name
FROM
    Departments;","[
    {
        ""dep_id"": ""D01"",
        ""dep_name"": ""Computing Fundamental""
    },
    {
        ""dep_id"": ""D02"",
        ""dep_name"": ""Artificial Intelligence""
    },
    {
        ""dep_id"": ""D03"",
        ""dep_name"": ""Information Assurance""
    },
    {
        ""dep_id"": ""D04"",
        ""dep_name"": ""Software Engineering""
    }
]","Role: Training Manager, ID: TM001"
"Could you please list the student IDs, full names, and majors of all students enrolled in the courses I am teaching?","SELECT
    S.student_id,
    U.fullname,
    M.major_name
FROM Enrollments AS E
JOIN ClassCourse AS CC
    ON E.class_course_id = CC.class_course_id
JOIN Students AS S
    ON E.student_id = S.student_id
JOIN Users AS U
    ON S.student_id = U.user_id
JOIN Majors AS M
    ON S.major_id = M.major_id
WHERE
    CC.lecturer_id = 'LEC001'","[
    {
        ""student_id"": ""HE00001"",
        ""fullname"": ""Nguyễn Văn An"",
        ""major_name"": ""Artificial Intelligence""
    },
    {
        ""student_id"": ""HE00002"",
        ""fullname"": ""Trần Thị Bình"",
        ""major_name"": ""Artificial Intelligence""
    },
    {
        ""student_id"": ""HE00003"",
        ""fullname"": ""Lê Văn Cường"",
        ""major_name"": ""Artificial Intelligence""
    },
    {
        ""student_id"": ""HE00004"",
        ""fullname"": ""Phạm Thị Dung"",
        ""major_name"": ""Artificial Intelligence""
    },
    {
        ""student_id"": ""HE00014"",
        ""fullname"": ""Mai Thị Quỳnh"",
        ""major_name"": ""Information Assurance""
    },
    {
        ""student_id"": ""HE00015"",
        ""fullname"": ""Phan Văn Sơn"",
        ""major_name"": ""Information Assurance""
    },
    {
        ""student_id"": ""HE00016"",
        ""fullname"": ""Châu Thị Thảo"",
        ""major_name"": ""Information Assurance""
    },
    {
        ""student_id"": ""HE00017"",
        ""fullname"": ""Tăng Văn Toàn"",
        ""major_name"": ""Information Assurance""
    },
    {
        ""student_id"": ""HE00030"",
        ""fullname"": ""Trần Diệu My"",
        ""major_name"": ""Software Engineering""
    },
    {
        ""student_id"": ""HE00031"",
        ""fullname"": ""Phan Anh Tuấn"",
        ""major_name"": ""Software Engineering""
    },
    {
        ""student_id"": ""HE00032"",
        ""fullname"": ""Vũ Thùy Dương"",
        ""major_name"": ""Software Engineering""
    },
    {
        ""student_id"": ""HE00033"",
        ""fullname"": ""Hoàng Minh Đức"",
        ""major_name"": ""Software Engineering""
    },
    {
        ""student_id"": ""HE00034"",
        ""fullname"": ""Lê Thị Thu Trang"",
        ""major_name"": ""Software Engineering""
    },
    {
        ""student_id"": ""HE00043"",
        ""fullname"": ""Dương Công Thành"",
        ""major_name"": ""Computer Science""
    },
    {
        ""student_id"": ""HE00044"",
        ""fullname"": ""Đoàn Minh Nguyệt"",
        ""major_name"": ""Computer Science""
    },
    {
        ""student_id"": ""HE00045"",
        ""fullname"": ""Lý Hoàng Nam"",
        ""major_name"": ""Computer Science""
    },
    {
        ""student_id"": ""HE00046"",
        ""fullname"": ""Mai Bảo Châu"",
        ""major_name"": ""Computer Science""
    },
    {
        ""student_id"": ""HE00047"",
        ""fullname"": ""Phan Tuấn Kiệt"",
        ""major_name"": ""Computer Science""
    },
    {
        ""student_id"": ""HE00048"",
        ""fullname"": ""Châu Mỹ Lệ"",
        ""major_name"": ""Computer Science""
    },
    {
        ""student_id"": ""HE00049"",
        ""fullname"": ""Tăng Quốc Hùng"",
        ""major_name"": ""Computer Science""
    },
    {
        ""student_id"": ""HE00050"",
        ""fullname"": ""Kiều Diễm My"",
        ""major_name"": ""Computer Science""
    }
]","Role: Lecturer, ID: LEC001"
Could you please list all lecturers and the names of the departments they belong to?,"SELECT
    L.lecturer_id,
    U.fullname AS lecturer_name,
    D.dep_name AS department_name
FROM Lecturers AS L
JOIN Departments AS D
    ON L.dep_id = D.dep_id
JOIN Users AS U
    ON L.lecturer_id = U.user_id;","[
    {
        ""lecturer_id"": ""LEC001"",
        ""lecturer_name"": ""Nguyễn Văn Bình"",
        ""department_name"": ""Artificial Intelligence""
    },
    {
        ""lecturer_id"": ""LEC002"",
        ""lecturer_name"": ""Nguyễn Thị Hoàng"",
        ""department_name"": ""Software Engineering""
    },
    {
        ""lecturer_id"": ""LEC003"",
        ""lecturer_name"": ""Trần Đức Trung"",
        ""department_name"": ""Computing Fundamental""
    },
    {
        ""lecturer_id"": ""LEC004"",
        ""lecturer_name"": ""Phạm Hoài Linh"",
        ""department_name"": ""Information Assurance""
    },
    {
        ""lecturer_id"": ""LEC005"",
        ""lecturer_name"": ""Đỗ Việt Anh"",
        ""department_name"": ""Artificial Intelligence""
    },
    {
        ""lecturer_id"": ""LEC006"",
        ""lecturer_name"": ""Trần Thị Mai"",
        ""department_name"": ""Software Engineering""
    },
    {
        ""lecturer_id"": ""LEC007"",
        ""lecturer_name"": ""Lê Hoàng Long"",
        ""department_name"": ""Computing Fundamental""
    },
    {
        ""lecturer_id"": ""LEC008"",
        ""lecturer_name"": ""Vũ Phương Quyên"",
        ""department_name"": ""Information Assurance""
    },
    {
        ""lecturer_id"": ""LEC009"",
        ""lecturer_name"": ""Hoàng Việt Sơn"",
        ""department_name"": ""Artificial Intelligence""
    },
    {
        ""lecturer_id"": ""LEC010"",
        ""lecturer_name"": ""Hồ Thị Phương Thảo"",
        ""department_name"": ""Software Engineering""
    }
]","Role: Training Manager, ID: TM001"
Could you please show me the grades I received for each component in the Programming Fundamentals course?,"SELECT
    CG.grade_name,
    SGD.grade_value,
    SGD.comment
FROM StudentGradeDetails AS SGD
JOIN Enrollments AS E
    ON SGD.enrollment_id = E.enrollment_id
JOIN ClassCourse AS CC
    ON E.class_course_id = CC.class_course_id
JOIN Courses AS C
    ON CC.course_id = C.course_id
JOIN CourseGrade AS CG
    ON SGD.course_grade_id = CG.course_grade_id
WHERE
    E.student_id = 'HE00001'
    AND C.course_name = 'Programming Fundamentals';","[
    {
        ""grade_name"": ""Assignment 1"",
        ""grade_value"": 8.0,
        ""comment"": ""Grade Recorded""
    },
    {
        ""grade_name"": ""Final Exam"",
        ""grade_value"": 7.5,
        ""comment"": ""Grade Recorded""
    },
    {
        ""grade_name"": ""Final Resit"",
        ""grade_value"": 0.0,
        ""comment"": ""Grade Recorded""
    },
    {
        ""grade_name"": ""Lab 1"",
        ""grade_value"": 7.0,
        ""comment"": ""Grade Recorded""
    },
    {
        ""grade_name"": ""Progress Test 1"",
        ""grade_value"": 7.5,
        ""comment"": ""Grade Recorded""
    },
    {
        ""grade_name"": ""Progress Test 2"",
        ""grade_value"": 8.0,
        ""comment"": ""Grade Recorded""
    }
]","Role: Student, ID: HE00001"
"Could you please show me the courses I'm currently taking in the SU24 semester, along with the names of the lecturers teaching them?","SELECT
    C.course_name,
    U.fullname
FROM Enrollments AS E
JOIN ClassCourse AS CC
    ON E.class_course_id = CC.class_course_id
JOIN Courses AS C
    ON CC.course_id = C.course_id
JOIN Lecturers AS L
    ON CC.lecturer_id = L.lecturer_id
JOIN Users AS U
    ON L.lecturer_id = U.user_id
WHERE
    E.student_id = 'HE00001'
    AND CC.semester = 'SU24'","[
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""fullname"": ""Trần Đức Trung""
    },
    {
        ""course_name"": ""Natural Language Processing"",
        ""fullname"": ""Phạm Hoài Linh""
    }
]","Role: Student, ID: HE00001"
"Could you please list the courses I am teaching, along with the class names and semesters they are offered in?","SELECT
    C.course_name,
    Cl.class_name,
    CC.semester
FROM ClassCourse AS CC
JOIN Courses AS C
    ON CC.course_id = C.course_id
JOIN Classes AS Cl
    ON CC.class_id = Cl.class_id
WHERE
    CC.lecturer_id = 'LEC001';","[
    {
        ""course_name"": ""Programming Fundamentals"",
        ""class_name"": ""AI01"",
        ""semester"": ""SP24""
    },
    {
        ""course_name"": ""Theory of Computation"",
        ""class_name"": ""CS02"",
        ""semester"": ""SU24""
    },
    {
        ""course_name"": ""Information Assurance and Security"",
        ""class_name"": ""IA01"",
        ""semester"": ""SU24""
    },
    {
        ""course_name"": ""Programming Fundamentals"",
        ""class_name"": ""SE02"",
        ""semester"": ""SP24""
    }
]","Role: Lecturer, ID: LEC001"
Could you please list the course names and the corresponding class names that I am currently teaching in the SP24 semester?,"SELECT
    C.course_name,
    CL.class_name
FROM ClassCourse AS CC
JOIN Courses AS C
    ON CC.course_id = C.course_id
JOIN Classes AS CL
    ON CC.class_id = CL.class_id
WHERE
    CC.lecturer_id = 'LEC001' AND CC.semester = 'SP24';","[
    {
        ""course_name"": ""Programming Fundamentals"",
        ""class_name"": ""AI01""
    },
    {
        ""course_name"": ""Programming Fundamentals"",
        ""class_name"": ""SE02""
    }
]","Role: Lecturer, ID: LEC001"
"Could you please list the courses I am teaching in the SP24 semester, along with the class names?","SELECT
    C.course_name,
    CL.class_name
FROM ClassCourse AS CC
JOIN Courses AS C
    ON CC.course_id = C.course_id
JOIN Classes AS CL
    ON CC.class_id = CL.class_id
WHERE
    CC.lecturer_id = 'LEC001'
    AND CC.semester = 'SP24';","[
    {
        ""course_name"": ""Programming Fundamentals"",
        ""class_name"": ""AI01""
    },
    {
        ""course_name"": ""Programming Fundamentals"",
        ""class_name"": ""SE02""
    }
]","Role: Lecturer, ID: LEC001"
"Show me the class ID, course ID, and lecturer ID for all class courses offered in the SP24 semester.","SELECT
    class_id,
    course_id,
    lecturer_id
FROM ClassCourse
WHERE
    semester = 'SP24';","[
    {
        ""class_id"": ""AI_K1_FA23"",
        ""course_id"": ""CSD201"",
        ""lecturer_id"": ""LEC002""
    },
    {
        ""class_id"": ""AI_K1_FA23"",
        ""course_id"": ""PRF192"",
        ""lecturer_id"": ""LEC001""
    },
    {
        ""class_id"": ""AI_K2_SP24"",
        ""course_id"": ""CSD201"",
        ""lecturer_id"": ""LEC006""
    },
    {
        ""class_id"": ""AI_K2_SP24"",
        ""course_id"": ""PRF192"",
        ""lecturer_id"": ""LEC005""
    },
    {
        ""class_id"": ""CS_K1_FA23"",
        ""course_id"": ""CSD201"",
        ""lecturer_id"": ""LEC005""
    },
    {
        ""class_id"": ""CS_K1_FA23"",
        ""course_id"": ""DBI202"",
        ""lecturer_id"": ""LEC006""
    },
    {
        ""class_id"": ""CS_K2_SP24"",
        ""course_id"": ""CSD201"",
        ""lecturer_id"": ""LEC009""
    },
    {
        ""class_id"": ""CS_K2_SP24"",
        ""course_id"": ""DBI202"",
        ""lecturer_id"": ""LEC010""
    },
    {
        ""class_id"": ""IA_K1_FA23"",
        ""course_id"": ""DBI202"",
        ""lecturer_id"": ""LEC010""
    },
    {
        ""class_id"": ""IA_K1_FA23"",
        ""course_id"": ""PRF192"",
        ""lecturer_id"": ""LEC009""
    },
    {
        ""class_id"": ""IA_K2_SU24"",
        ""course_id"": ""DBI202"",
        ""lecturer_id"": ""LEC004""
    },
    {
        ""class_id"": ""IA_K2_SU24"",
        ""course_id"": ""PRF192"",
        ""lecturer_id"": ""LEC003""
    },
    {
        ""class_id"": ""SE_K1_SP24"",
        ""course_id"": ""MAD101"",
        ""lecturer_id"": ""LEC008""
    },
    {
        ""class_id"": ""SE_K1_SP24"",
        ""course_id"": ""PRF192"",
        ""lecturer_id"": ""LEC007""
    },
    {
        ""class_id"": ""SE_K2_SU24"",
        ""course_id"": ""MAD101"",
        ""lecturer_id"": ""LEC002""
    },
    {
        ""class_id"": ""SE_K2_SU24"",
        ""course_id"": ""PRF192"",
        ""lecturer_id"": ""LEC001""
    }
]","Role: Training Manager, ID: TM001"
Can you show me the names of the courses that I am teaching in the SP24 semester?,"SELECT
    C.course_name
FROM ClassCourse AS CC
JOIN Courses AS C
    ON CC.course_id = C.course_id
WHERE
    CC.lecturer_id = 'LEC001'
    AND CC.semester = 'SP24';","[
    {
        ""course_name"": ""Programming Fundamentals""
    },
    {
        ""course_name"": ""Programming Fundamentals""
    }
]","Role: Lecturer, ID: LEC001"
"Can you show me the courses I'm currently studying in, along with their average grades and statuses?","SELECT
    C.course_name,
    E.average,
    E.status
FROM Enrollments AS E
JOIN ClassCourse AS CC
    ON E.class_course_id = CC.class_course_id
JOIN Courses AS C
    ON CC.course_id = C.course_id
WHERE
    E.student_id = 'HE00001'
    AND E.status = 'Studying';","[
    {
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""average"": 0.0,
        ""status"": ""Studying""
    },
    {
        ""course_name"": ""Natural Language Processing"",
        ""average"": 0.0,
        ""status"": ""Studying""
    }
]","Role: Student, ID: HE00001"
